Resource Category,Resource Type,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
Cache,Redis,allconnectedclients,"The number of client connections to the cache. For more details, see https://aka.ms/redis/metrics.",TRUE,FALSE,"auto-generated, agc-395",allconnectedclients,Microsoft.Cache/Redis,3,PT5M,PT1M,Maximum,GreaterThan,128.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,TotalCalls,Total number of calls.,TRUE,FALSE,"auto-generated, agc-1205, rag",TotalCalls,Microsoft.CognitiveServices/accounts,3,PT5M,PT1M,Total,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,TotalErrors,Total number of calls with error response (HTTP response code 4xx or 5xx).,TRUE,FALSE,"auto-generated, agc-1052, rag",TotalErrors,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,Latency,Latency in milliseconds.,TRUE,FALSE,"auto-generated, agc-882, rag",Latency,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,SuccessRate,Availability percentage with the following calculation: (Total Calls - Server Errors)/Total Calls. Server Errors include any HTTP responses >=500.,TRUE,FALSE,"auto-generated, agc-852, rag",SuccessRate,Microsoft.CognitiveServices/accounts,3,PT5M,PT1M,Average,LessThan,99.9,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,ServerErrors,Number of calls with service internal error (HTTP response code 5xx).,TRUE,FALSE,"auto-generated, agc-606, rag",ServerErrors,Microsoft.CognitiveServices/accounts,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,TokenTransaction,Number of Inference Tokens Processed on an OpenAI Model,TRUE,FALSE,"auto-generated, agc-530, rag",TokenTransaction,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Total,GreaterThan,180000.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,BlockedCalls,Number of calls that exceeded rate or quota limit.,TRUE,FALSE,"auto-generated, agc-468, rag",BlockedCalls,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,ClientErrors,Number of calls with client side error (HTTP response code 4xx).,TRUE,FALSE,"auto-generated, agc-420, rag",ClientErrors,Microsoft.CognitiveServices/accounts,1,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,AzureOpenAIContextTokensCacheMatchRate,"Percentage of the prompt tokens hit the cache, available for PTU-managed.",TRUE,TRUE,"manual-ck, rag",AzureOpenAIContextTokensCacheMatchRate,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Average,GreaterThan,75,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,AzureOpenAIProvisionedManagedUtilizationV2,"Utilization % for a provisioned-managed deployment, calculated as (PTUs consumed / PTUs deployed) x 100.",TRUE,TRUE,"manual-ck, rag",AzureOpenAIProvisionedManagedUtilizationV2,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,,
CognitiveServices,accounts,AzureOpenAITimeToResponse,Recommended latency (responsiveness) measure for streaming requests. Time in milliseconds.,TRUE,TRUE,"manual-ck, rag",AzureOpenAITimeToResponse,Microsoft.CognitiveServices/accounts,2,PT5M,PT1M,Average,GreaterThan,200.0,StaticThresholdCriterion,,,,,,,
NetApp,netAppAccounts,capacityPools/volumes - VolumeConsumedSizePercentage,The percentage of the volume consumed including snapshots.,TRUE,FALSE,"auto-generated, agc-19726, hpc",VolumeConsumedSizePercentage,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
NetApp,netAppAccounts,capacityPools/volumes - VolumeLogicalSize,Logical size of the volume (used bytes),TRUE,FALSE,"auto-generated, agc-1914, hpc",VolumeLogicalSize,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,2,PT1H,PT30M,Average,GreaterThan,85899345920.0,StaticThresholdCriterion,,,,,,false,
NetApp,netAppAccounts,capacityPools/volumes - AverageWriteLatency,Average write latency in milliseconds per operation,TRUE,FALSE,"auto-generated, agc-320, hpc, agc-375",AverageWriteLatency,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,3,PT5M,PT1M,Average,GreaterThan,20.0,StaticThresholdCriterion,,,,,,,
NetApp,netAppAccounts,capacityPools/volumes - AverageReadLatency,Average read latency in milliseconds per operation,TRUE,FALSE,"auto-generated, agc-374, hpc",AverageReadLatency,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,3,PT5M,PT1M,Average,GreaterThan,20.0,StaticThresholdCriterion,,,,,,,
NetApp,netAppAccounts,capacityPools/volumes - CbsVolumeOperationComplete,"Did the last volume backup or restore operation complete successfully? 1 if yes, 0 if no.",TRUE,FALSE,"auto-generated, agc-305, hpc",CbsVolumeOperationComplete,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,2,PT30M,PT30M,Average,LessThan,1.0,StaticThresholdCriterion,,,,,,,
NetApp,netAppAccounts,capacityPools/volumes - VolumeAllocatedSize,The provisioned size of a volume,TRUE,FALSE,"auto-generated, agc-301, hpc",VolumeAllocatedSize,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,3,PT5M,PT1M,Average,GreaterThan,107374182400.0,StaticThresholdCriterion,,,,,,,
Batch,batchAccounts,UnusableNodeCount,Number of unusable nodes,TRUE,FALSE,"auto-generated, agc-520, hpc",UnusableNodeCount,Microsoft.Batch/batchAccounts,2,PT5M,PT1M,Total,GreaterThan,2.5,StaticThresholdCriterion,,,,,,false,
Batch,batchAccounts,OfflineNodeCount,Number of offline nodes,TRUE,FALSE,"auto-generated, agc-416, hpc",OfflineNodeCount,Microsoft.Batch/batchAccounts,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,false,
Batch,batchAccounts,TaskFailEvent,Total number of tasks that have completed in a failed state,TRUE,FALSE,"auto-generated, agc-329, hpc, agc-371",TaskFailEvent,Microsoft.Batch/batchAccounts,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,false,
Batch,batchAccounts,RebootingNodeCount,Number of rebooting nodes,TRUE,FALSE,hpc,RebootingNodeCount,Microsoft.Batch/batchAccounts,1,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,false,
Batch,batchAccounts,PreemptedNodeCount,Number of preempted nodes,TRUE,FALSE,hpc,PreemptedNodeCount,Microsoft.Batch/batchAccounts,1,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,false,
AnalysisServices,servers,memory_metric,"Memory. Range 0-25 GB for S1, 0-50 GB for S2 and 0-100 GB for S4",TRUE,FALSE,"auto-generated, agc-416",memory_metric,Microsoft.AnalysisServices/servers,3,PT5M,PT5M,Maximum,GreaterThan,8000000000.0,StaticThresholdCriterion,,,,,,,
StorageSync,storageSyncServices,StorageSyncServerHeartbeat,Metric that logs a value of 1 each time the resigtered server successfully records a heartbeat with the Cloud Endpoint,TRUE,FALSE,"auto-generated, agc-2109",StorageSyncServerHeartbeat,Microsoft.StorageSync/storageSyncServices,3,PT1H,PT30M,Maximum,LessThan,1.0,StaticThresholdCriterion,,,,,,,
StorageSync,storageSyncServices,StorageSyncSyncSessionPerItemErrorsCount,Count of files failed to sync,TRUE,FALSE,"auto-generated, agc-1280",StorageSyncSyncSessionPerItemErrorsCount,Microsoft.StorageSync/storageSyncServices,2,PT5M,PT5M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,
StorageSync,storageSyncServices,ServerSyncSessionResult,Metric that logs a value of 1 each time the Server Endpoint successfully completes a Sync Session with the Cloud Endpoint,TRUE,FALSE,"auto-generated, agc-1138",ServerSyncSessionResult,Microsoft.StorageSync/storageSyncServices,3,P1D,PT1H,Maximum,LessThan,1.0,StaticThresholdCriterion,,,,,,,
RecoveryServices,vaults,BackupHealthEvent,The count of health events pertaining to backup job health,TRUE,FALSE,"auto-generated, agc-4484",BackupHealthEvent,Microsoft.RecoveryServices/vaults,3,P1D,PT1H,Count,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
RecoveryServices,vaults,RestoreHealthEvent,The count of health events pertaining to restore job health,TRUE,FALSE,"auto-generated, agc-400",RestoreHealthEvent,Microsoft.RecoveryServices/vaults,2,PT15M,PT15M,Count,GreaterThanOrEqual,1.0,StaticThresholdCriterion,"[{""operator"": ""Exclude"", ""name"": ""healthStatus"", ""values"": [""healthy""]}]",,,,,,
ContainerRegistry,registries,StorageUsed for Standard Pricing Plan,"The amount of storage used by the standard container registry. For a registry account, it's the sum of capacity used by all the repositories within a registry. It's sum of capacity used by shared layers, manifest files, and replica copies in each of its repositories.",TRUE,FALSE,,StorageUsed,Microsoft.ContainerRegistry/registries,3,PT1H,PT5M,Average,GreaterThan,50000000000,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/azure/container-registry/monitor-service#alerts
https://learn.microsoft.com/azure/container-registry/monitor-service-reference
https://learn.microsoft.com/azure/container-registry/container-registry-skus#service-tier-features-and-limits"
ContainerRegistry,registries,SuccessfulPullCount,Number of successful image pulls,TRUE,FALSE,"auto-generated, agc-738",SuccessfulPullCount,Microsoft.ContainerRegistry/registries,2,PT5M,PT5M,Count,GreaterThan,50.0,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/azure/container-registry/monitor-service-reference
ContainerRegistry,registries,SuccessfulPushCount,Number of successful image pushes,TRUE,FALSE,"auto-generated, agc-736",SuccessfulPushCount,Microsoft.ContainerRegistry/registries,2,PT5M,PT5M,Count,GreaterThan,10.0,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/azure/container-registry/monitor-service-reference
ContainerRegistry,registries,StorageUsed,"The amount of storage used by the container registry. For a registry account, it's the sum of capacity used by all the repositories within a registry. It's sum of capacity used by shared layers, manifest files, and replica copies in each of its repositories.",TRUE,FALSE,"auto-generated, agc-1158",StorageUsed,Microsoft.ContainerRegistry/registries,3,PT1H,PT5M,Average,GreaterThan,429496729600.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/container-registry/monitor-service#alerts
https://learn.microsoft.com/azure/container-registry/monitor-service-reference
https://learn.microsoft.com/azure/container-registry/container-registry-skus#service-tier-features-and-limits"
KeyVault,vaults,Availability,Vault requests availability,TRUE,TRUE,"alz, rag",Availability,Microsoft.KeyVault/vaults,1,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault-reference
https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault
https://docs.microsoft.com/en-us/azure/azure-monitor/insights/key-vault-insights-overview"
KeyVault,vaults,SaturationShoebox,Vault capacity used,TRUE,TRUE,"alz, rag",SaturationShoebox,Microsoft.KeyVault/vaults,1,PT5M,PT1M,Average,GreaterThan,75,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault-reference
https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault
https://docs.microsoft.com/en-us/azure/azure-monitor/insights/key-vault-insights-overview"
KeyVault,vaults,ServiceApiLatency,Overall latency of service api requests,TRUE,TRUE,"alz, rag",ServiceApiLatency,Microsoft.KeyVault/vaults,3,PT5M,PT5M,Average,GreaterThan,1000,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault-reference
https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault
https://docs.microsoft.com/en-us/azure/azure-monitor/insights/key-vault-insights-overview"
KeyVault,vaults,ServiceApiResult,Number of total service api results,TRUE,TRUE,"alz, rag",ServiceApiResult,Microsoft.KeyVault/vaults,2,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,"https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault-reference
https://docs.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault
https://docs.microsoft.com/en-us/azure/azure-monitor/insights/key-vault-insights-overview"
KeyVault,vaults,ServiceApiHit,Number of total service api hits,TRUE,FALSE,"auto-generated, agc-1137, rag",ServiceApiHit,Microsoft.KeyVault/vaults,3,PT5M,PT5M,Average,GreaterThanOrEqual,80.0,StaticThresholdCriterion,,,,,,,
StorageCache,AmlFilesystems,Uptime,Total number of client input/output operations per second,TRUE,FALSE,hpc,Uptime,Microsoft.StorageCache/caches,1,PT5M,PT1M,Total,LessThan,99,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/hpc-cache/metrics#metrics-page
DBforPostgreSQL,flexibleServers,storage_percent,Storage percent,TRUE,FALSE,"auto-generated, agc-10057",storage_percent,Microsoft.DBforPostgreSQL/flexibleServers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,cpu_percent,CPU percent,TRUE,FALSE,"auto-generated, agc-8697",cpu_percent,Microsoft.DBforPostgreSQL/flexibleServers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,memory_percent,Memory percent,TRUE,FALSE,"auto-generated, agc-6514",memory_percent,Microsoft.DBforPostgreSQL/flexibleServers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,active_connections,Active Connections,TRUE,FALSE,"auto-generated, agc-3803",active_connections,Microsoft.DBforPostgreSQL/flexibleServers,2,PT5M,PT1M,Average,GreaterThan,120.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,connections_failed,Failed Connections,TRUE,FALSE,"auto-generated, agc-3474",connections_failed,Microsoft.DBforPostgreSQL/flexibleServers,3,PT5M,PT1M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,iops,IO Operations per second,TRUE,FALSE,"auto-generated, agc-992",iops,Microsoft.DBforPostgreSQL/flexibleServers,3,PT5M,PT1M,Average,GreaterThan,450.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,disk_iops_consumed_percentage,Percentage of disk I/Os consumed per minute,TRUE,FALSE,"auto-generated, agc-766",disk_iops_consumed_percentage,Microsoft.DBforPostgreSQL/flexibleServers,2,PT5M,PT5M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,is_db_alive,Indicates if the database is up or not,TRUE,FALSE,"auto-generated, agc-698",is_db_alive,Microsoft.DBforPostgreSQL/flexibleServers,1,PT15M,PT15M,Maximum,LessThan,1.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,storage_free,Storage Free,TRUE,FALSE,"auto-generated, agc-379",storage_free,Microsoft.DBforPostgreSQL/flexibleServers,0,PT1H,PT5M,Average,LessThan,10737418240.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,deadlocks,Number of deadlocks detected in this database,TRUE,FALSE,"auto-generated, agc-335",deadlocks,Microsoft.DBforPostgreSQL/flexibleServers,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,flexibleServers,maximum_used_transactionIDs,Maximum Used Transaction IDs,TRUE,FALSE,"auto-generated, agc-269",maximum_used_transactionIDs,Microsoft.DBforPostgreSQL/flexibleServers,0,PT1H,PT15M,Maximum,GreaterThan,10737418240.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,cpu_percent,CPU percent,TRUE,FALSE,"auto-generated, agc-6560",cpu_percent,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,storage_percent,Storage percent,TRUE,FALSE,"auto-generated, agc-4912",storage_percent,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,memory_percent,Memory percent,TRUE,FALSE,"auto-generated, agc-4069",memory_percent,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,connections_failed,Failed Connections,TRUE,FALSE,"auto-generated, agc-2453",connections_failed,Microsoft.DBforPostgreSQL/servers,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,active_connections,Active Connections,TRUE,FALSE,"auto-generated, agc-2355",active_connections,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Average,GreaterThan,120.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,io_consumption_percent,IO percent,TRUE,FALSE,"auto-generated, agc-2324",io_consumption_percent,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,serverlog_storage_percent,Server Log storage percent,TRUE,FALSE,"auto-generated, agc-526",serverlog_storage_percent,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforPostgreSQL,servers,pg_replica_log_delay_in_seconds,Replica lag in seconds,TRUE,FALSE,"auto-generated, agc-298",pg_replica_log_delay_in_seconds,Microsoft.DBforPostgreSQL/servers,2,PT5M,PT1M,Maximum,GreaterThan,60.0,StaticThresholdCriterion,,,,,,,
Cdn,profiles,ByteHitRatio,This is the ratio of the total bytes served from the cache compared to the total response bytes,TRUE,FALSE,"auto-generated, agc-1414",ByteHitRatio,Microsoft.Cdn/profiles,2,PT30M,PT5M,Average,LessThan,90.0,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,OriginHealthPercentage,The percentage of successful health probes from AFDX to backends.,TRUE,FALSE,"auto-generated, agc-1105",OriginHealthPercentage,Microsoft.Cdn/profiles,2,PT5M,PT1M,Average,LessThanOrEqual,90.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""OriginGroup"", ""values"": [""render""]}]",,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,TotalLatency,The time calculated from when the client request was received by the HTTP/S proxy until the client acknowledged the last response byte from the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-591",TotalLatency,Microsoft.Cdn/profiles,2,PT5M,PT1M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,Percentage5XX,The percentage of all the client requests for which the response status code is 5XX,TRUE,FALSE,"auto-generated, agc-555",Percentage5XX,Microsoft.Cdn/profiles,2,PT5M,PT1M,Average,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,RequestCount,The number of client requests served by the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-332",RequestCount,Microsoft.Cdn/profiles,3,PT5M,PT1M,Total,GreaterThan,1000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
OperationalInsights,workspaces,Average_% Free Space,"Average_% Free Space. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-11826",Average_% Free Space,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,LessThan,10.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Processor Time,"Average_% Processor Time. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-6523",Average_% Processor Time,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Committed Bytes In Use,Average_% Committed Bytes In Use. Supported for: Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-4970",Average_% Committed Bytes In Use,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Used Memory,Average_% Used Memory. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-4355",Average_% Used Memory,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Heartbeat,"Heartbeat. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-4322",Heartbeat,Microsoft.OperationalInsights/workspaces,1,PT5M,PT1M,Total,LessThanOrEqual,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Used Space,Average_% Used Space. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-3695",Average_% Used Space,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,GreaterThan,95.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_Available MBytes,Average_Available MBytes. Supported for: Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-2430",Average_Available MBytes,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,LessThan,512.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_Disk Transfers/sec,"Average_Disk Transfers/sec. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-1799",Average_Disk Transfers/sec,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,GreaterThan,100.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_Available MBytes Memory,Average_Available MBytes Memory. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-1426",Average_Available MBytes Memory,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,LessThan,1.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Available Memory,Average_% Available Memory. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-737",Average_% Available Memory,Microsoft.OperationalInsights/workspaces,3,PT5M,PT5M,Average,LessThan,10.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Used Inodes,Average_% Used Inodes. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-719",Average_% Used Inodes,Microsoft.OperationalInsights/workspaces,0,PT5M,PT5M,Average,GreaterThan,80.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_Free Megabytes,"Average_Free Megabytes. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-680",Average_Free Megabytes,Microsoft.OperationalInsights/workspaces,2,PT5M,PT5M,Average,LessThan,10240.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""c:"", ""/""]}]",,,,,,
OperationalInsights,workspaces,Average_% Used Swap Space,Average_% Used Swap Space. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-539",Average_% Used Swap Space,Microsoft.OperationalInsights/workspaces,1,PT1H,PT15M,Average,GreaterThan,50.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_Pages/sec,"Average_Pages/sec. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-441",Average_Pages/sec,Microsoft.OperationalInsights/workspaces,2,PT15M,PT5M,Average,GreaterThan,5000.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""memory""]}]",,,,,,
OperationalInsights,workspaces,Average_Current Disk Queue Length,Average_Current Disk Queue Length. Supported for: Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-354",Average_Current Disk Queue Length,Microsoft.OperationalInsights/workspaces,3,PT5M,PT1M,Average,GreaterThan,2.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""*""]}]",,,,,,
